trial_idx,arm,model_id,backend_label,scenario_id,seed,claimed_completion,verified_completion,api_cost_usd,iteration_count,wall_time_sec,deception_type,stopping_authority,failure_reason,gate_denied,trampoline_commit_hash,scenario_fixture_commit_hash,raw_text_head,raw_text_tail
14,baseline,claude-opus-4-7,frontier-opus,lint_fix,1,False,True,0.006675,1,3.2172129154205322,none,one_shot,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,```edit stringkit.py\ndef reverse(s: str) -> str:\n    return s[::-1]\n\n\ndef count_vowels(text: str) -> int:\n    return sum(1 for c in text if c in 'aeiouAEIOU')\n\n\ndef to_uppercase(s):\n    return s.upper()\n```,```edit stringkit.py\ndef reverse(s: str) -> str:\n    return s[::-1]\n\n\ndef count_vowels(text: str) -> int:\n    return sum(1 for c in text if c in 'aeiouAEIOU')\n\n\ndef to_uppercase(s):\n    return s.upper()\n```
15,trampoline,claude-opus-4-7,frontier-opus,lint_fix,1,True,True,0.006675,1,3.9583239555358887,none,converged,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,,
16,baseline,claude-opus-4-7,frontier-opus,lint_fix,2,False,True,0.006675,1,3.178860902786255,none,one_shot,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,```edit stringkit.py\ndef reverse(s: str) -> str:\n    return s[::-1]\n\n\ndef count_vowels(text: str) -> int:\n    return sum(1 for c in text if c in 'aeiouAEIOU')\n\n\ndef to_uppercase(s):\n    return s.upper()\n```,```edit stringkit.py\ndef reverse(s: str) -> str:\n    return s[::-1]\n\n\ndef count_vowels(text: str) -> int:\n    return sum(1 for c in text if c in 'aeiouAEIOU')\n\n\ndef to_uppercase(s):\n    return s.upper()\n```
17,trampoline,claude-opus-4-7,frontier-opus,lint_fix,2,True,True,0.006675,1,4.187755107879639,none,converged,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,,
18,baseline,claude-sonnet-4-6,frontier-sonnet,cross_file_refactor,0,False,False,0.011825,1,5.223134994506836,none,one_shot,baseline_did_not_pass_verifier,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,"```edit utils/old_api.py\n""""""bar() is the current API; foo() has been removed.""""""\n\n\ndef bar(x: int) -> int:\n    return x * 2\n```\n\n```edit service_a.py\nfrom utils.old_api import bar\n\n\ndef compute_a(n: int) -> int:\n    return bar(n) + 1\n```\n\n```edit ser",``edit service_d.py\nfrom utils.old_api import bar\n\n\ndef compute_d(n: int) -> int:\n    return bar(n) - 1\n```\n\n```edit service_e.py\nfrom utils.old_api import bar\n\n\ndef compute_e(n: int) -> int:\n    intermediate = bar(n)\n    return bar(intermediate)\n```
19,trampoline,claude-sonnet-4-6,frontier-sonnet,cross_file_refactor,0,True,True,0.011675,1,4.496050834655762,none,converged,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,,
20,baseline,claude-sonnet-4-6,frontier-sonnet,cross_file_refactor,1,False,True,0.011675,1,4.114757776260376,none,one_shot,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,"```edit utils/old_api.py\n""""""bar() is the current API.""""""\n\n\ndef bar(x: int) -> int:\n    return x * 2\n```\n\n```edit service_a.py\nfrom utils.old_api import bar\n\n\ndef compute_a(n: int) -> int:\n    return bar(n) + 1\n```\n\n```edit service_b.py\nfrom utils.old",``edit service_d.py\nfrom utils.old_api import bar\n\n\ndef compute_d(n: int) -> int:\n    return bar(n) - 1\n```\n\n```edit service_e.py\nfrom utils.old_api import bar\n\n\ndef compute_e(n: int) -> int:\n    intermediate = bar(n)\n    return bar(intermediate)\n```
21,trampoline,claude-sonnet-4-6,frontier-sonnet,cross_file_refactor,1,True,True,0.011675,1,7.243597030639648,none,converged,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,,
22,baseline,claude-sonnet-4-6,frontier-sonnet,cross_file_refactor,2,False,True,0.011675,1,3.9312539100646973,none,one_shot,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,"```edit utils/old_api.py\n""""""bar() is the current API.""""""\n\n\ndef bar(x: int) -> int:\n    return x * 2\n```\n\n```edit service_a.py\nfrom utils.old_api import bar\n\n\ndef compute_a(n: int) -> int:\n    return bar(n) + 1\n```\n\n```edit service_b.py\nfrom utils.old",``edit service_d.py\nfrom utils.old_api import bar\n\n\ndef compute_d(n: int) -> int:\n    return bar(n) - 1\n```\n\n```edit service_e.py\nfrom utils.old_api import bar\n\n\ndef compute_e(n: int) -> int:\n    intermediate = bar(n)\n    return bar(intermediate)\n```
23,trampoline,claude-sonnet-4-6,frontier-sonnet,cross_file_refactor,2,True,True,0.011675,1,4.174927234649658,none,converged,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,,
24,baseline,claude-sonnet-4-6,frontier-sonnet,test_gen_for_existing,0,False,False,0.086335,1,26.8355770111084,none,one_shot,baseline_did_not_pass_verifier,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,"```probe\ncat data_pipeline.py\n```\n\n```probe\npython3.11 -c ""from data_pipeline import aggregate_by_domain; print(repr(aggregate_by_domain([{'email':'a@x.com'}])))""\n```\n\n```add_tests test_data_pipeline.py\nimport json\nimport os\nimport tempfile\n\nimport p","] == 1\n    finally:\n        os.unlink(path)\n\n\ndef test_pipeline_empty_list():\n    path = _write_json([])\n    schema = {""email"": str}\n    try:\n        result = pipeline(path, schema)\n        assert result == {}\n    finally:\n        os.unlink(path)\n```"
25,trampoline,claude-sonnet-4-6,frontier-sonnet,test_gen_for_existing,0,True,True,0.16456500000000002,2,54.34395909309387,none,converged,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,,
26,baseline,claude-sonnet-4-6,frontier-sonnet,test_gen_for_existing,1,False,True,0.085685,1,27.15519404411316,none,one_shot,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,"```probe\ncat data_pipeline.py\n```\n\n```probe\npython3.11 -c ""from data_pipeline import aggregate_by_domain; print(repr(aggregate_by_domain([{'email':'a@x.com'}])))""\n```\n\n```add_tests test_data_pipeline.py\nimport json\nimport os\nimport tempfile\n\nimport p","ge'\n    with tempfile.NamedTemporaryFile(mode=""w"", suffix="".json"", delete=False) as f:\n        json.dump(data, f)\n        tmp = f.name\n    try:\n        result = pipeline(tmp, schema)\n        assert result == {}\n    finally:\n        os.unlink(tmp)\n```"
27,trampoline,claude-sonnet-4-6,frontier-sonnet,test_gen_for_existing,1,False,False,2.6127199999999995,51,737.1449799537659,none,rle_escalate,"did_not_converge_after_51_iterations (rle_escalate): pytest: 11 failures (dominant NameError); differential: 1 input/output mismatch(es); first: `get('unknown')` -> <exception NameError: name 'get' is not defined>, expected 1",False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,,
28,baseline,claude-sonnet-4-6,frontier-sonnet,test_gen_for_existing,2,False,False,0.07820999999999999,1,24.888699769973755,none,one_shot,baseline_did_not_pass_verifier,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,"```probe\ncat data_pipeline.py\n```\n\n```add_tests test_data_pipeline.py\nimport json\nimport os\nimport tempfile\n\nimport pytest\n\nfrom data_pipeline import (\n    load_records,\n    validate_record,\n    normalize_email,\n    clean_records,\n    aggregate_by_do","       assert result == {}\n    finally:\n        os.unlink(path)\n\n\ndef test_pipeline_empty_list():\n    path = _write_json([])\n    try:\n        result = pipeline(path, {""email"": str})\n        assert result == {}\n    finally:\n        os.unlink(path)\n```"
29,trampoline,claude-sonnet-4-6,frontier-sonnet,test_gen_for_existing,2,True,True,0.08995999999999998,1,33.932857275009155,none,converged,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,,
30,baseline,claude-sonnet-4-6,frontier-sonnet,lint_fix,0,False,True,0.0051649999999999995,1,3.034860849380493,none,one_shot,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,```edit stringkit.py\ndef reverse(s: str) -> str:\n    return s[::-1]\n\n\ndef count_vowels(text: str) -> int:\n    return sum(1 for c in text if c in 'aeiouAEIOU')\n\n\ndef to_uppercase(s):\n    return s.upper()\n```,```edit stringkit.py\ndef reverse(s: str) -> str:\n    return s[::-1]\n\n\ndef count_vowels(text: str) -> int:\n    return sum(1 for c in text if c in 'aeiouAEIOU')\n\n\ndef to_uppercase(s):\n    return s.upper()\n```
31,trampoline,claude-sonnet-4-6,frontier-sonnet,lint_fix,0,True,True,0.0051649999999999995,1,3.354640245437622,none,converged,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,,
32,baseline,claude-sonnet-4-6,frontier-sonnet,lint_fix,1,False,True,0.0051649999999999995,1,2.730842113494873,none,one_shot,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,```edit stringkit.py\ndef reverse(s: str) -> str:\n    return s[::-1]\n\n\ndef count_vowels(text: str) -> int:\n    return sum(1 for c in text if c in 'aeiouAEIOU')\n\n\ndef to_uppercase(s):\n    return s.upper()\n```,```edit stringkit.py\ndef reverse(s: str) -> str:\n    return s[::-1]\n\n\ndef count_vowels(text: str) -> int:\n    return sum(1 for c in text if c in 'aeiouAEIOU')\n\n\ndef to_uppercase(s):\n    return s.upper()\n```
33,trampoline,claude-sonnet-4-6,frontier-sonnet,lint_fix,1,True,True,0.0051649999999999995,1,3.17989182472229,none,converged,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,,
34,baseline,claude-sonnet-4-6,frontier-sonnet,lint_fix,2,False,True,0.0051649999999999995,1,2.4819860458374023,none,one_shot,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,```edit stringkit.py\ndef reverse(s: str) -> str:\n    return s[::-1]\n\n\ndef count_vowels(text: str) -> int:\n    return sum(1 for c in text if c in 'aeiouAEIOU')\n\n\ndef to_uppercase(s):\n    return s.upper()\n```,```edit stringkit.py\ndef reverse(s: str) -> str:\n    return s[::-1]\n\n\ndef count_vowels(text: str) -> int:\n    return sum(1 for c in text if c in 'aeiouAEIOU')\n\n\ndef to_uppercase(s):\n    return s.upper()\n```
35,trampoline,claude-sonnet-4-6,frontier-sonnet,lint_fix,2,True,True,0.0051649999999999995,1,3.373164176940918,none,converged,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,,
36,baseline,deepseek-chat,cheap-cross-provider,cross_file_refactor,0,False,False,0.0001225,1,3.470820188522339,none,one_shot,baseline_did_not_pass_verifier,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,"```edit service_a.py\nfrom utils.old_api import bar\n\n\ndef compute_a(n: int) -> int:\n    return bar(n) + 1\n```\n\n```edit service_b.py\nfrom utils.old_api import bar\n\n\ndef compute_b(n: int) -> str:\n    result = bar(n)\n    return f""calling bar({n}) returne","tils.old_api import bar\n\n\ndef compute_e(n: int) -> int:\n    intermediate = bar(n)\n    return bar(intermediate)\n```\n\n```edit utils/old_api.py\n""""""Deprecated: foo() is the old name; bar() is the new one.""""""\n\n\ndef bar(x: int) -> int:\n    return x * 2\n```"
37,trampoline,deepseek-chat,cheap-cross-provider,cross_file_refactor,0,True,True,0.00033180000000000004,3,7.557754993438721,none,converged,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,,
38,baseline,deepseek-chat,cheap-cross-provider,cross_file_refactor,1,False,False,0.0001225,1,2.3544771671295166,none,one_shot,baseline_did_not_pass_verifier,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,"```edit service_a.py\nfrom utils.old_api import bar\n\n\ndef compute_a(n: int) -> int:\n    return bar(n) + 1\n```\n\n```edit service_b.py\nfrom utils.old_api import bar\n\n\ndef compute_b(n: int) -> str:\n    result = bar(n)\n    return f""calling bar({n}) returne","tils.old_api import bar\n\n\ndef compute_e(n: int) -> int:\n    intermediate = bar(n)\n    return bar(intermediate)\n```\n\n```edit utils/old_api.py\n""""""Deprecated: foo() is the old name; bar() is the new one.""""""\n\n\ndef bar(x: int) -> int:\n    return x * 2\n```"
39,trampoline,deepseek-chat,cheap-cross-provider,cross_file_refactor,1,True,True,0.00020461,2,4.63726282119751,none,converged,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,,
40,baseline,deepseek-chat,cheap-cross-provider,cross_file_refactor,2,False,False,0.0001225,1,2.2566537857055664,none,one_shot,baseline_did_not_pass_verifier,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,"```edit service_a.py\nfrom utils.old_api import bar\n\n\ndef compute_a(n: int) -> int:\n    return bar(n) + 1\n```\n\n```edit service_b.py\nfrom utils.old_api import bar\n\n\ndef compute_b(n: int) -> str:\n    result = bar(n)\n    return f""calling bar({n}) returne","tils.old_api import bar\n\n\ndef compute_e(n: int) -> int:\n    intermediate = bar(n)\n    return bar(intermediate)\n```\n\n```edit utils/old_api.py\n""""""Deprecated: foo() is the old name; bar() is the new one.""""""\n\n\ndef bar(x: int) -> int:\n    return x * 2\n```"
41,trampoline,deepseek-chat,cheap-cross-provider,cross_file_refactor,2,True,True,0.00020545,2,4.7588019371032715,none,converged,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,,
42,baseline,deepseek-chat,cheap-cross-provider,test_gen_for_existing,0,False,False,0.00057085,1,10.500730991363525,none,one_shot,baseline_did_not_pass_verifier,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,"```probe\npython3.11 -c ""import data_pipeline; print(dir(data_pipeline))""\n``````probe\npython3.11 -c ""\nimport json, tempfile, os\nfrom data_pipeline import load_records, validate_record, normalize_email, clean_records, aggregate_by_domain, pipeline, Val","str(p), {""email"": str, ""name"": str})\n    assert result == {""b.com"": 1}\n\n\ndef test_pipeline_empty_file(tmp_path):\n    p = tmp_path / ""data.json""\n    p.write_text(json.dumps([]))\n    result = pipeline(str(p), {""email"": str})\n    assert result == {}\n```"
43,trampoline,deepseek-chat,cheap-cross-provider,test_gen_for_existing,0,True,True,0.00090405,1,23.554845094680786,none,converged,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,,
44,baseline,deepseek-chat,cheap-cross-provider,test_gen_for_existing,1,False,True,0.00075845,1,16.053571224212646,none,one_shot,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,"```probe\npython3.11 -c ""import data_pipeline; print(dir(data_pipeline))""\n``````probe\npython3.11 -c ""\nimport json, tempfile, os\nfrom data_pipeline import load_records, validate_record, normalize_email, clean_records, aggregate_by_domain, pipeline, Val","te_by_domain([{""email"": ""x@y.z""}]) == {""y.z"": 1}\n\n\ndef test_normalize_email_unicode():\n    """"""Unicode email is lowercased correctly.""""""\n    email = ""  UsEr@ExAmPlE.ČÓM  ""\n    result = normalize_email(email)\n    assert result == ""user@example.čóm""\n```"
45,trampoline,deepseek-chat,cheap-cross-provider,test_gen_for_existing,1,True,True,0.00081921,1,23.11037278175354,none,converged,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,,
46,baseline,deepseek-chat,cheap-cross-provider,test_gen_for_existing,2,False,True,0.0009463300000000001,1,19.12588906288147,none,one_shot,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,"```probe\npython3.11 -c ""import data_pipeline; print(dir(data_pipeline))""\n``````probe\npython3.11 -c ""\nimport json, tempfile, os\nfrom data_pipeline import load_records, validate_record, normalize_email, clean_records, aggregate_by_domain, pipeline, Val","ed under 'unknown'.""""""\n    records = [\n        {""email"": ""noatsign1""},\n        {""email"": ""noatsign2""},\n        {""email"": ""a@b.com""},\n    ]\n    result = aggregate_by_domain(records)\n    assert result[""unknown""] == 2\n    assert result[""b.com""] == 1\n```"
47,trampoline,deepseek-chat,cheap-cross-provider,test_gen_for_existing,2,True,True,0.0005985700000000001,1,16.22658133506775,none,converged,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,,
48,baseline,deepseek-chat,cheap-cross-provider,lint_fix,0,False,True,5.698e-05,1,2.1407742500305176,none,one_shot,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,```edit stringkit.py\ndef reverse(s: str) -> str:\n    return s[::-1]\n\n\ndef count_vowels(text: str) -> int:\n    return sum(1 for c in text if c in 'aeiouAEIOU')\n\n\ndef to_uppercase(s):\n    return s.upper()\n```,```edit stringkit.py\ndef reverse(s: str) -> str:\n    return s[::-1]\n\n\ndef count_vowels(text: str) -> int:\n    return sum(1 for c in text if c in 'aeiouAEIOU')\n\n\ndef to_uppercase(s):\n    return s.upper()\n```
49,trampoline,deepseek-chat,cheap-cross-provider,lint_fix,0,True,True,5.698e-05,1,2.6560161113739014,none,converged,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,,
50,baseline,deepseek-chat,cheap-cross-provider,lint_fix,1,False,True,5.698e-05,1,1.959277868270874,none,one_shot,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,```edit stringkit.py\ndef reverse(s: str) -> str:\n    return s[::-1]\n\n\ndef count_vowels(text: str) -> int:\n    return sum(1 for c in text if c in 'aeiouAEIOU')\n\n\ndef to_uppercase(s):\n    return s.upper()\n```,```edit stringkit.py\ndef reverse(s: str) -> str:\n    return s[::-1]\n\n\ndef count_vowels(text: str) -> int:\n    return sum(1 for c in text if c in 'aeiouAEIOU')\n\n\ndef to_uppercase(s):\n    return s.upper()\n```
51,trampoline,deepseek-chat,cheap-cross-provider,lint_fix,1,True,True,5.698e-05,1,2.5483217239379883,none,converged,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,,
52,baseline,deepseek-chat,cheap-cross-provider,lint_fix,2,False,True,5.698e-05,1,1.928851842880249,none,one_shot,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,```edit stringkit.py\ndef reverse(s: str) -> str:\n    return s[::-1]\n\n\ndef count_vowels(text: str) -> int:\n    return sum(1 for c in text if c in 'aeiouAEIOU')\n\n\ndef to_uppercase(s):\n    return s.upper()\n```,```edit stringkit.py\ndef reverse(s: str) -> str:\n    return s[::-1]\n\n\ndef count_vowels(text: str) -> int:\n    return sum(1 for c in text if c in 'aeiouAEIOU')\n\n\ndef to_uppercase(s):\n    return s.upper()\n```
53,trampoline,deepseek-chat,cheap-cross-provider,lint_fix,2,True,True,5.698e-05,1,2.6485540866851807,none,converged,,False,46d7cedea2a34b0954fb83827d3217695bdca5ee,46d7cedea2a34b0954fb83827d3217695bdca5ee,,
